producto_id,nombre_producto,descripcion,sku,precio,cantidad_disponible,activo,catalogo_id,nombre_catalogo,marca_id,nombre_marca,linea_id,nombre_linea,categorias,proveedor_nombre,proveedor_direccion,proveedor_telefono,proveedor_email
494,Teriyaki Stir-Fry Sauce,Savory teriyaki sauce for stir-frying veggies or meats.,3d21ecf8-5012-4e51-a9a3-70efc2877d45,3.49,193,false,73,Music73,73,RITEAID HEMORRHOIDAL COOLING,35,Sauces,Food - Condiments,Wordify,3164 Eggendart Center,953-768-3205,spalmerrp@i2i.jp
773,Quinoa & Black Bean Salad,A nutritious salad with quinoa and black beans,0a133567-4559-4b14-96e1-1a657b341ea0,7.49,654,true,73,Music73,84,Naproxen Sodium,38,Healthy Salads,Food - Salads,Wordify,3164 Eggendart Center,953-768-3205,spalmerrp@i2i.jp
864,Mango Chia Pudding,Healthy chia pudding made with mango and coconut milk.,af558fc4-f179-4c47-88fb-0d3534b1aa54,4.49,397,true,73,Music73,91,Clinical Works Pink Grapefruit Waterless Hand Sanitizer,10,Healthy Snacks,Food - Snacks,Wordify,3164 Eggendart Center,953-768-3205,spalmerrp@i2i.jp
959,Reusable Coffee Filter,Eco-friendly coffee filter for brewing.,cf560b1b-ff01-456d-8809-32e707499e1d,10.99,184,true,84,Music84,92,Tramadol Hydrochloride,86,Coffee Accessories,Kitchen,Centimia,856 Southridge Place,922-315-5410,ttoulsonqm@virginia.edu
78,Customizable Name Puzzle,Personalized wooden puzzles for children that encourage learning.,f02c27c8-b29d-452f-a884-bd81194bd99d,29.99,300,false,85,Music85,87,Antacid,79,Educational Toys,Toys,Mycat,856 Southridge Place,922-315-5410,ttoulsonqm@virginia.edu
186,Fitness Jump Rope,Durable jump rope for cardio workouts.,d15a10e8-fcdc-485c-880b-06d5defd5add,15.99,809,true,85,Music85,73,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,60,Cardio Equipment,Fitness,Mycat,856 Southridge Place,922-315-5410,ttoulsonqm@virginia.edu
335,Golf Polo Shirt,Breathable polo shirt designed for both style and comfort on the greens.,3a4756aa-bf86-42f1-a5e2-9bada880869b,39.99,686,false,85,Music85,3,Vaporizing Chest Rub,50,Activewear,Clothing - Tops,Mycat,856 Southridge Place,922-315-5410,ttoulsonqm@virginia.edu
365,Golf Putting Green,Indoor putting green for practicing your putting skills.,eb929ad6-761c-4ea1-af7e-fa7333c3ef2f,79.99,556,true,85,Music85,80,Carbogen,1,Golf,Sports,Mycat,856 Southridge Place,922-315-5410,ttoulsonqm@virginia.edu
384,Digital Bullet Journal,Stylish digital journaling app for notes and organizing tasks.,926a6112-b3ca-44fa-b73f-1f9196b1b727,24.99,756,false,85,Music85,46,Thalomid,98,Productivity,Apps,Mycat,856 Southridge Place,922-315-5410,ttoulsonqm@virginia.edu
482,Garlic Butter Sauce,A rich sauce perfect for pasta or drizzling over vegetables.,b5b8eddf-b0c3-481b-ac26-afcd1a0b2e85,3.59,781,false,85,Music85,53,Moisture Renew,42,Sauces,Food - Condiments,Mycat,856 Southridge Place,922-315-5410,ttoulsonqm@virginia.edu
513,Carrot Sticks,"Freshly cut carrot sticks, perfect for snacking.",256ec701-ce34-4ccb-9697-e42ec6ff789a,2.49,432,false,85,Music85,16,LISINOPRIL AND HYDROCHLOROTHIAZIDE,71,Vegetable Snacks,Food - Produce,Mycat,856 Southridge Place,922-315-5410,ttoulsonqm@virginia.edu
627,Durable Hiking Boots,Comfortable and rugged boots designed for hiking.,288cc2a7-a498-4876-9a48-1e5893542c2c,89.99,809,true,85,Music85,78,Megestrol Acetate,73,Outdoor Footwear,Footwear,Mycat,856 Southridge Place,922-315-5410,ttoulsonqm@virginia.edu
680,Fitness Activity Journal,Journal to record workouts and nutrition.,25c9ee91-087f-441b-99fd-40a5110ef69e,14.99,833,true,85,Music85,48,Dandruff,83,Health & Wellness Tools,Fitness,Mycat,856 Southridge Place,922-315-5410,ttoulsonqm@virginia.edu
929,Dual Function Electric Skillet,"Skillet that can fry, grill, and sauté with ease.",84388a74-9e8f-471d-91c4-557756991bb4,59.99,878,true,85,Music85,4,Flublok,78,Cookware,Kitchen,Mycat,856 Southridge Place,922-315-5410,ttoulsonqm@virginia.edu
996,Vegetable Fried Rice Mix,A quick and easy fried rice mix with colorful veggies and savory seasoning.,16d50f93-233c-4119-b7d8-4df7b763e616,3.99,429,true,3,Outdoors3,3,Dr. Oberon Diaper Rash Baby Cream,71,Frozen Meals,Food - Frozen Food,Linktype,290 Claremont Plaza,214-659-7082,tdollern@topsy.com
97,Portable Campfire,Compact campfire for grilling and warmth during camping trips.,3ad06caf-1977-45b5-8531-9221ce7df917,39.99,239,false,4,Outdoors4,98,LES BEIGES,40,Camping Equipment,Outdoor,Jaxnation,290 Claremont Plaza,214-659-7082,tdollern@topsy.com
265,Frozen Fruit Medley,"A mix of strawberries, blueberries, and raspberries, perfect for smoothies.",3215ad1c-72d9-4169-88a0-f2dc2d56b9e5,5.99,20,true,4,Outdoors4,50,HALOPERIDOL,2,Frozen Fruits,Food - Frozen Foods,Jaxnation,290 Claremont Plaza,214-659-7082,tdollern@topsy.com
520,Outdoor Camping Hammock,Lightweight and durable hammock for relaxing in nature.,a5a67135-068b-41e9-bd5f-fcd6a46d18b2,29.99,127,true,4,Outdoors4,67,Sodium Sulfacetamide 10 Sulfur 2 cream,94,Camping Equipment,Outdoor,Jaxnation,290 Claremont Plaza,214-659-7082,tdollern@topsy.com
522,Cable Knit Cardigan,Cozy cable knit cardigan to layer during chilly evenings.,93eae40e-a236-49fe-90c5-1327494e14e6,49.99,385,false,4,Outdoors4,83,Ropinirole Hydrochloride,17,Knitwear,Clothing - Outerwear,Jaxnation,290 Claremont Plaza,214-659-7082,tdollern@topsy.com
582,LED Christmas Lights,Eco-friendly LED lights for festive decorations.,8730ec88-4df6-4500-b1d1-6815ade2ebcd,29.99,496,true,4,Outdoors4,53,Sulwhasoo Snowise Foundation,90,Seasonal Home Decor,Home,Jaxnation,290 Claremont Plaza,214-659-7082,tdollern@topsy.com
616,Trendy Bomber Jacket,A fashion-forward bomber jacket to elevate your casual looks.,3689a5c9-2cc9-40ab-a324-9d374f859613,69.99,568,false,4,Outdoors4,96,Throat and Chest Anise and Menthol,4,Jackets,Clothing - Outerwear,Jaxnation,290 Claremont Plaza,214-659-7082,tdollern@topsy.com
665,Electric Air Pump,Fast and convenient air pump for inflating toys and furniture.,3c8d4d4f-502c-4f2a-bf1d-d5c6899dc29d,29.99,791,true,4,Outdoors4,85,Antibacterial Hand Sanitizer Gel,5,Inflation Equipment,Outdoor,Jaxnation,290 Claremont Plaza,214-659-7082,tdollern@topsy.com
671,Inflatable Pool Float,Fun inflatable float for lounging in the pool or beach.,d9c23a38-f5c6-4d98-91e6-b9f6e11c84da,29.99,246,true,4,Outdoors4,20,Sumatriptan Succinate,59,Outdoor Recreation,Outdoor,Jaxnation,290 Claremont Plaza,214-659-7082,tdollern@topsy.com
786,Peanut Butter Chocolate Clusters,Delicious clusters of peanuts and chocolate for a sweet treat.,0e80195a-a281-4a52-b05a-a547550511ac,2.99,516,true,4,Outdoors4,51,Tussin CF,21,Chocolate Desserts,Food - Desserts,Jaxnation,290 Claremont Plaza,214-659-7082,tdollern@topsy.com
930,Cheddar Cheese Crackers,Crunchy crackers topped with real cheddar cheese flavor.,8a1d0ce9-a4a9-4959-ba59-00d3f2626911,2.29,807,true,4,Outdoors4,34,Metformin Hydrochloride,12,Savory Snacks,Food - Snacks,Jaxnation,290 Claremont Plaza,214-659-7082,tdollern@topsy.com
957,Portable Leaf Blower,Lightweight leaf blower for maintaining outdoor spaces.,66c384c2-ea3b-45aa-8aae-1ff0ee15c07a,149.99,564,false,4,Outdoors4,8,CELERY,72,Garden Supplies,Outdoor,Jaxnation,290 Claremont Plaza,214-659-7082,tdollern@topsy.com
926,Chocolate Peanut Butter Cups,Delicious dark chocolate cups filled with creamy peanut butter.,21268114-2e14-4351-ae47-861f43da1143,2.29,921,false,7,Outdoors7,57,Leader Day Time,34,Candy,Food - Snacks,Skinte,25854 Thackeray Drive,395-611-7485,skalvinpp@jiathis.com
373,Coconut Milk,Rich coconut milk for curries and desserts.,56eeb5f4-d50f-42dc-accb-81d042f4adc6,2.49,50,false,8,Outdoors8,90,Spironolactone,18,Coconut Products,Food - Canned Goods,Mita,25854 Thackeray Drive,395-611-7485,skalvinpp@jiathis.com
410,Motion Sensor Light,Battery-operated motion sensor light for safety.,5ec6c597-58de-492e-8045-46a6bc92d239,19.99,815,false,8,Outdoors8,71,Diltiazem Hydrochloride,35,Lighting & Lamps,Home,Mita,25854 Thackeray Drive,395-611-7485,skalvinpp@jiathis.com
452,Incense Holder,Ceramic incense holder for a calming atmosphere.,a990271d-d562-4218-b9aa-66c8c3944812,14.99,268,false,8,Outdoors8,97,BABOR HSR Glamour Lifting,95,Decorative Wall Art & Accessories,Home,Mita,25854 Thackeray Drive,395-611-7485,skalvinpp@jiathis.com
670,Pet First Aid Kit,Essential kit for taking care of your pets' health emergencies.,45a552ce-2819-4f7d-a1a6-a4f87a6b5a2c,29.99,167,true,8,Outdoors8,21,Cerebellum Thalamus A,67,Pet Health and Care,Pets,Mita,25854 Thackeray Drive,395-611-7485,skalvinpp@jiathis.com
728,Cocoa Powder,Rich cocoa powder for baking and chocolate recipes.,cfd9d8c0-e376-4ec5-97d3-969d54da56fa,3.99,736,false,8,Outdoors8,33,Topcare Nasal Spray,7,Baking Ingredients,Food - Baking,Mita,25854 Thackeray Drive,395-611-7485,skalvinpp@jiathis.com
837,Vegan Mac & Cheese,Creamy vegan mac and cheese made with cashew cheese.,df5e9970-2d54-49ad-94ef-60c1d3d47659,8.99,263,false,8,Outdoors8,100,Promethazine Hydrochloride,22,Frozen Meals,Food - Frozen,Mita,25854 Thackeray Drive,395-611-7485,skalvinpp@jiathis.com
855,Multi-Purpose Plant Care Tool,"All-in-one tool for measuring soil moisture, light, and pH.",6341ce38-4569-4497-8c60-5288270f4108,24.99,585,false,8,Outdoors8,26,sunmark allergy multi symptom,75,Garden Tools,Garden,Mita,25854 Thackeray Drive,395-611-7485,skalvinpp@jiathis.com
992,Ready-to-Eat Chili,"Spicy chili in a can, ready to eat for a filling meal.",66f4b5fa-c0ed-4e55-a269-5b0c37f06007,2.99,389,true,44,Outdoors44,27,stool softener,100,Chili,Food - Soups,Yoveo,65 Muir Circle,671-779-6080,sthatchamrj@cargocollective.com
68,Blender Bottle,Portable mixer bottle for smoothies and protein shakes.,3bd4d052-f655-4899-be87-fcfe9d9f7c20,12.99,569,true,45,Outdoors45,81,LBEL MAXIMUM COMFORT AND LONG-LASTING FOUNDATION SPF 10,39,Hydration Gear,Fitness,Divanoodle,65 Muir Circle,671-779-6080,sthatchamrj@cargocollective.com
201,Buffalo Cauliflower Wings,Crispy cauliflower bites tossed in spicy buffalo sauce.,f8b1ca2b-4af2-45f0-a4f7-0de488962d82,6.99,61,true,45,Outdoors45,60,Noxzema,63,Frozen Appetizers,Food - Frozen Foods,Divanoodle,65 Muir Circle,671-779-6080,sthatchamrj@cargocollective.com
276,Over-the-Door Hooks,Convenient hooks that utilize door space for hanging items.,168670d0-d8d2-42c8-b3fe-c1f6b05ca6e3,12.99,955,true,45,Outdoors45,40,ZENPEP,24,Home Organization,Home,Divanoodle,65 Muir Circle,671-779-6080,sthatchamrj@cargocollective.com
284,Chocolate Covered Pretzels,"Crunchy pretzels coated in rich chocolate, a sweet treat.",f1bb9646-17f0-42a8-8780-a9e47a41a40c,3.29,147,false,45,Outdoors45,8,PREMIER VALUE DIAPER RASH,48,Savory Snacks,Food - Snacks,Divanoodle,65 Muir Circle,671-779-6080,sthatchamrj@cargocollective.com
475,Mini Meatballs,Frozen mini meatballs that are great as a snack or in pasta dishes.,5ecca346-6938-447f-a591-907efde72d1c,5.99,33,true,45,Outdoors45,87,Quality Choice,26,Frozen Appetizers,Food - Frozen Meals,Divanoodle,65 Muir Circle,671-779-6080,sthatchamrj@cargocollective.com
487,Wireless Earbud Silicone Covers,Soft silicone earbud covers for comfort and fit.,50c6f424-3efc-4f2c-b1ca-226bf429f3ad,9.99,265,false,45,Outdoors45,56,FAMILY DOLLAR,56,Tech Accessories,Accessories,Divanoodle,65 Muir Circle,671-779-6080,sthatchamrj@cargocollective.com
505,Vacuum Sealer Machine,Seal food and maintain freshness longer.,c2e32abf-f146-4cf9-b65d-d4fa3bd853d5,89.99,301,false,45,Outdoors45,87,Bipolaris sorokiniana,0,Food Storage Solutions,Kitchen,Divanoodle,65 Muir Circle,671-779-6080,sthatchamrj@cargocollective.com
521,Eco-Friendly Beeswax Wraps,"Reusable wraps for food storage, replacing plastic wraps.",9a2612e3-8331-4b45-ba38-8aeefddd5703,14.99,681,true,45,Outdoors45,34,Formo Cresol,16,Food Storage Solutions,Kitchen,Divanoodle,65 Muir Circle,671-779-6080,sthatchamrj@cargocollective.com
597,Jalapeño Cornbread,Spicy cornbread infused with jalapeños for a kick of flavor at your next meal.,c13c4f34-e20f-4661-a34e-2f7276810eb6,3.29,783,false,45,Outdoors45,16,Instant Hand Sanitizer,100,Breads,Food - Bakery,Divanoodle,65 Muir Circle,671-779-6080,sthatchamrj@cargocollective.com
634,Smartphone Stand,Adjustable stand for smartphones and tablets.,f02fdce9-ce6e-41cf-82b1-ece94334187d,15.49,704,true,45,Outdoors45,21,Isosorbide Mononitrate,8,Mobile Accessories,Accessories,Divanoodle,65 Muir Circle,671-779-6080,sthatchamrj@cargocollective.com
645,Customizable Photo Calendar,Personalized calendar with your favorite photos.,b2c05730-5e21-4eff-bc84-8b08091a62e3,19.99,869,true,45,Outdoors45,39,Clotrimazole,49,Calendars,Books,Divanoodle,65 Muir Circle,671-779-6080,sthatchamrj@cargocollective.com
778,Travel Jewelry Case,Portable case to organize and protect jewelry on trips.,9d604688-030e-4134-a19f-8b404d6fe2a0,24.99,332,true,45,Outdoors45,38,Megestrol Acetate,95,Jewelry Storage,Accessories,Divanoodle,65 Muir Circle,671-779-6080,sthatchamrj@cargocollective.com
806,Pineapple Coconut Yogurt,Creamy yogurt blended with fresh pineapple and coconut pieces.,2f0313fd-e746-45d4-8415-929f80a6afbe,4.49,154,true,45,Outdoors45,87,CareOne Childrens Pain and Fever,65,Yogurt,Food - Dairy,Divanoodle,65 Muir Circle,671-779-6080,sthatchamrj@cargocollective.com
851,Utility Cargo Pants,Practical cargo pants with lots of pockets for functionality.,b5341670-2ea7-42bf-ac0c-1e6b3205b582,54.99,505,true,45,Outdoors45,20,Ibuprofen,56,Work Pants,Clothing - Pants,Divanoodle,65 Muir Circle,671-779-6080,sthatchamrj@cargocollective.com
989,First Aid Kit,Comprehensive first aid kit for emergency situations.,e9128554-f585-4434-9ca2-98dce7ed15ea,29.99,394,false,63,Outdoors63,52,Multi-Symptom Cold Relief,27,Emergency Preparedness & First Aid,Health,Devcast,19601 Cordelia Road,854-349-2602,dvanderdaalrg@hao123.com
168,Cucumber Relish,"Sweet relish made from cucumbers, perfect for sandwiches.",87913fb5-0997-45fd-97f1-62b9d5fc262f,3.39,851,true,64,Outdoors64,73,Night Time Cherry,53,Pickles,Food - Condiments,Photobug,19601 Cordelia Road,854-349-2602,dvanderdaalrg@hao123.com
171,Desk Lamp with USB Port,Modern desk lamp that features a built-in USB charging port.,44553a21-0fa0-433b-9e6a-f764fd65d13a,29.99,103,false,64,Outdoors64,11,LEADER ALL DAY ALLERGY,12,Lighting,Office,Photobug,19601 Cordelia Road,854-349-2602,dvanderdaalrg@hao123.com
321,Silicone Baking Molds,Set of flexible molds for baking cakes and pastries.,973474cc-a4c1-4ca8-90e4-95aefc85fd63,15.99,80,false,64,Outdoors64,47,Escitalopram,48,Baking Accessories,Kitchen,Photobug,19601 Cordelia Road,854-349-2602,dvanderdaalrg@hao123.com
352,Electric Can Opener,Automatic can opener for easy meal prep.,a6cf2bbd-f9cc-4c06-b80f-d6e42d4322c2,29.99,137,true,64,Outdoors64,21,Amoxicillin and Clavulanate Potassium,17,Kitchen Gadget,Kitchen,Photobug,19601 Cordelia Road,854-349-2602,dvanderdaalrg@hao123.com
442,Watering Can with Nozzle,Stylish watering can for plants with easy pouring nozzle.,4d1c479a-732b-4491-99b3-071853c3406a,19.99,222,false,64,Outdoors64,43,Caffeine and Sodium Benzoate,63,Garden Tools,Garden,Photobug,19601 Cordelia Road,854-349-2602,dvanderdaalrg@hao123.com
473,Dried Fruit Medley,A delightful mix of dried fruits for trail mix or snacks.,8d9f2f21-f81d-44d2-bbb3-5dc80ea21d63,5.49,143,true,64,Outdoors64,76,Captopril,64,Sweet Snacks,Food - Snacks,Photobug,19601 Cordelia Road,854-349-2602,dvanderdaalrg@hao123.com
664,Portable Refrigerator Freezer,Compact fridge ideal for camping and road trips.,b8db96a8-bf4b-4177-9f65-a15e137beaf3,299.99,883,false,64,Outdoors64,76,ABILIFY,62,Camping Equipment,Outdoor,Photobug,19601 Cordelia Road,854-349-2602,dvanderdaalrg@hao123.com
795,Nutty Granola Clusters,Crunchy granola clusters mixed with nuts and honey.,3e6d8415-0c2b-4110-8785-a8a81063c26c,2.49,150,false,87,Outdoors87,22,Good Neighbor Pharmacy Acid Control 150,64,Granola,Food - Cereal,Blognation,50 Dennis Junction,854-775-1016,nmapesm2@marriott.com
20,Portable Solar Phone Charger,Eco-friendly charger that uses solar energy for powering devices.,081eca6c-0267-4230-bd65-7bd93aede15f,29.99,601,true,88,Outdoors88,42,Carvedilol,55,Solar Power Accessories,Electronics,Vitz,50 Dennis Junction,854-775-1016,nmapesm2@marriott.com
86,Gluten-Free Pancake Mix,"Fluffy and delicious pancake mix, perfect for a gluten-free breakfast.",0ce1cfb7-7b72-4784-a553-2b7267ce81cb,5.99,964,false,88,Outdoors88,3,Metoclopramide,52,Baking Mixes,Food - Baking Goods,Vitz,50 Dennis Junction,854-775-1016,nmapesm2@marriott.com
204,LED Desk Lamp,Dimmable LED desk lamp with USB charging port.,de704315-7f66-4b38-b335-e063e26da7db,35,4,true,88,Outdoors88,25,Nadolol,41,Lighting & Lamps,Home,Vitz,50 Dennis Junction,854-775-1016,nmapesm2@marriott.com
228,Pressure Washer Accessories Kit,Essential attachments for pressure washing.,4fe5bcfa-ec1d-4684-90e7-f419749cad41,39.99,253,true,88,Outdoors88,27,PIRMELLA 1/35,5,Outdoor Cleaning,Home Improvement,Vitz,50 Dennis Junction,854-775-1016,nmapesm2@marriott.com
299,Sesame Oil,Nutty-scented oil for stir-fry and marinades.,5c8f5443-392b-4d6f-9356-a5232c5a40da,3.99,265,true,88,Outdoors88,66,Sunmark Milk of Magnesia,8,Oils,Food - Oils & Vinegars,Vitz,50 Dennis Junction,854-775-1016,nmapesm2@marriott.com
469,Portable Leaf Blower,Lightweight leaf blower for maintaining outdoor spaces.,2ea49f22-cd67-4bd3-9492-0afd86b860c5,149.99,751,true,88,Outdoors88,37,Bupropion Hydrochloride,12,Garden Supplies,Outdoor,Vitz,50 Dennis Junction,854-775-1016,nmapesm2@marriott.com
499,LED Christmas Tree Lights,String lights for decorating holiday trees.,0f5fc03c-5f33-41b1-a0e7-15716ab62ef8,34.99,807,true,88,Outdoors88,39,Morphine sulfate,59,Seasonal Home Decor,Home,Vitz,50 Dennis Junction,854-775-1016,nmapesm2@marriott.com
586,Electric Ice Cream Maker,Make delicious ice cream at home with this user-friendly machine.,c6374c09-c66d-40cc-8628-da6eba00ca55,59.99,405,false,88,Outdoors88,91,Vancomycin Hydrochloride,93,Cooking Appliances,Kitchen,Vitz,50 Dennis Junction,854-775-1016,nmapesm2@marriott.com
673,Fitness Activity Journal,Journal to record workouts and nutrition.,632bd170-2582-4d24-930e-525dfcdce959,14.99,360,false,88,Outdoors88,97,PreNatal 19,41,Health & Wellness Tools,Fitness,Vitz,50 Dennis Junction,854-775-1016,nmapesm2@marriott.com
760,Adjustable Height Standing Desk Converter,Convert your desk to a standing desk easily.,80dc6b4e-b753-4fea-92c3-61967bf5e3f2,89.99,566,true,88,Outdoors88,89,Morphine Sulfate,27,Furniture,Office,Vitz,50 Dennis Junction,854-775-1016,nmapesm2@marriott.com
947,Aeropress Coffee Maker,Portable coffee maker for rich brews on the go.,328143f6-2783-439c-adf1-f5fb9f1c15bf,29.99,335,false,8,Shoes8,70,Heparin Sodium,40,Coffee Equipment,Kitchen,Mita,3 Petterle Lane,743-647-1513,bbernardotqa@diigo.com
84,Chocolate Coconut Granola,"Crunchy granola with chocolate and coconut, great for breakfast or snacks.",f3d85d77-0306-4b71-aa6f-96e3ac8eb18f,3.79,504,false,9,Shoes9,8,Detoxifier,29,Granola,Food - Cereals,Flashset,3 Petterle Lane,743-647-1513,bbernardotqa@diigo.com
229,Foldable Yoga Mat,Compact yoga mat that folds for easy storage and transport.,2bbc69cf-9b05-4c34-8a2f-2cba4e137324,29.99,628,false,9,Shoes9,70,Cladosporium,22,Yoga Equipment,Fitness,Flashset,3 Petterle Lane,743-647-1513,bbernardotqa@diigo.com
252,Almond Flour Pancake Mix,Gluten-free pancake mix made with almond flour.,c8d802b8-463f-47c0-bfa9-3e2a46ae8f1c,5.99,352,false,9,Shoes9,6,Childrens Mucus Relief Cherry,98,Mixes,Food - Baking,Flashset,3 Petterle Lane,743-647-1513,bbernardotqa@diigo.com
344,Honeycrisp Apple Chips,Crispy and sweet dried apple slices,ce5ee309-ee7b-4565-a7ed-4e875e0818ea,3.49,271,false,9,Shoes9,19,Azithromycin,82,Dried Fruits,Food - Snacks,Flashset,3 Petterle Lane,743-647-1513,bbernardotqa@diigo.com
878,Brownie Bites,"Fudgy brownie bites, perfect for sharing or snacking.",2fa6ff4c-28e6-48a7-ac5d-927cc3967301,4.99,767,true,26,Shoes26,92,PAIN Terminator Analgesic,21,Desserts,Food - Baked Goods,Edgeclub,80995 Porter Lane,855-329-9550,dmcmechanod@feedburner.com
57,Honey BBQ Ribs,Tender ribs smothered in a honey barbecue sauce.,b4af93e3-5a85-4bb9-8ad6-dee3ddcd37a5,12.99,442,true,27,Shoes27,19,Methylprednisolone Acetate,19,Barbecue & Grilled Meats,Food - Meat,Yoveo,80995 Porter Lane,855-329-9550,dmcmechanod@feedburner.com
105,Pet Hair Vacuum Cleaner Attachment,Specialized attachment for removing pet hair from surfaces.,8395b837-c5ad-4978-83b9-c1b2f048da58,14.99,744,false,27,Shoes27,92,Venlafaxine Hydrochloride,44,Grooming Supplies,Pets,Yoveo,80995 Porter Lane,855-329-9550,dmcmechanod@feedburner.com
152,LED Strip Lights,Colorful LED strip lights for home decoration.,56d2133d-6962-4b28-9332-3e3bbd6de9e5,19.99,466,true,27,Shoes27,1,TopCare Aspirin,95,Lighting & Lamps,Home,Yoveo,80995 Porter Lane,855-329-9550,dmcmechanod@feedburner.com
159,Floral Summer Dress,Light and breezy dress perfect for summer outings with a vibrant floral pattern.,895289cc-0e66-4b2a-9cdc-d86efb057009,39.99,195,false,27,Shoes27,64,Metformin Hydrochloride,12,Casual Dresses,Clothing - Dresses,Yoveo,80995 Porter Lane,855-329-9550,dmcmechanod@feedburner.com
166,Organic Green Tea,Delicate green tea leaves for a refreshing beverage.,475a9464-42e9-4d02-a888-93bbf35d40af,4.29,408,false,27,Shoes27,81,Triamterene and Hydrochlorothiazide,62,Herbal Tea,Food - Beverages,Yoveo,80995 Porter Lane,855-329-9550,dmcmechanod@feedburner.com
194,Spicy Italian Sausage,"Savory sausage with a blend of spices, perfect for pasta dishes.",d7ace7fc-4dc7-4797-99ec-5fa9d79c04fd,4.99,429,false,27,Shoes27,72,Hydrocortisone Valerate,77,Meat Products,Food - Meat & Seafood,Yoveo,80995 Porter Lane,855-329-9550,dmcmechanod@feedburner.com
361,Almond Crunch Granola Bars,Nutty granola bars for healthy snacking.,de134487-6d9a-47c5-925c-684be8826820,3.49,317,false,27,Shoes27,68,TOFRANIL,76,Healthy Snacks,Food - Snacks,Yoveo,80995 Porter Lane,855-329-9550,dmcmechanod@feedburner.com
437,Travel Beach Blanket,Sand-resistant and compact for outdoor and beach use.,0149431a-5299-4996-a029-f35230511962,29.99,712,false,27,Shoes27,95,LAMICTAL,89,Outdoor Accessories,Outdoor,Yoveo,80995 Porter Lane,855-329-9550,dmcmechanod@feedburner.com
599,Inflatable Party Cooler,Fun inflatable cooler to keep drinks cold at parties.,9ccf3f68-dc5d-4cf1-9a5e-680712ba1f79,19.99,958,false,27,Shoes27,65,Sodium Phosphates,34,Outdoor Accessories,Outdoor,Yoveo,80995 Porter Lane,855-329-9550,dmcmechanod@feedburner.com
739,Whole Chicken,"A whole free-range chicken, ready for roasting.",0e16bbaf-14d1-4459-baa3-bb0509f26018,12.99,786,false,27,Shoes27,97,Good Sense Nicotine,5,Poultry,Food - Meat,Yoveo,80995 Porter Lane,855-329-9550,dmcmechanod@feedburner.com
873,Vegan Mayonnaise,Plant-based mayonnaise for a creamy taste.,8227f35e-2dad-48e5-b4e5-0378d83b6ff1,4.49,595,true,51,Shoes51,10,MakeSense,60,Plant-Based Condiments,Food - Condiments,Aivee,1054 Welch Drive,621-434-3393,fsalliereo8@privacy.gov.au
307,Gluten-Free Pancake Mix,"Fluffy and delicious pancake mix, perfect for a gluten-free breakfast.",3a1684fc-282b-4b93-803a-6cfa94f387d5,5.99,989,true,52,Shoes52,16,Promethazine hydrochloride,78,Baking Mixes,Food - Baking Goods,Oloo,1054 Welch Drive,621-434-3393,fsalliereo8@privacy.gov.au
399,Coconut Water,"Refreshing coconut water, perfect for hydration.",fb216891-1951-4b5d-9c34-fd996f4e5826,2.49,785,true,52,Shoes52,46,Skopko Chest Congestion Relief PE,25,Natural Beverages,Food - Beverages,Oloo,1054 Welch Drive,621-434-3393,fsalliereo8@privacy.gov.au
462,Beef Taco Skillet,A convenient meal kit for making a delicious beef taco skillet at home.,98259e5c-201b-45d4-936b-b1756df1b8a0,8.49,224,false,52,Shoes52,77,Hydroxyzine Pamoate,13,Mexican Cuisine Meal Kits,Food - Meal Kits,Oloo,1054 Welch Drive,621-434-3393,fsalliereo8@privacy.gov.au
529,Balsamic Vinegar,"Rich and tangy balsamic vinegar, perfect for dressings.",76eaada1-4f8c-4ef4-b649-720abd009ef1,4.99,369,true,52,Shoes52,62,FAMILY CARE ANTI-ITCH,11,Vinegars,Food - Condiments,Oloo,1054 Welch Drive,621-434-3393,fsalliereo8@privacy.gov.au
714,Smart Thermostat,Wi-Fi enabled thermostat for energy-saving temperature control.,5831d25e-23fb-43e2-acf1-068e5401d2b2,149.99,327,true,52,Shoes52,76,Family Care Advanced Formula Eye,39,Home Automation,Smart Home,Oloo,1054 Welch Drive,621-434-3393,fsalliereo8@privacy.gov.au
759,Whole Grain Cereal,"Healthy whole grain cereal, great for breakfast.",e0781b28-0c25-4fc6-8c1c-502f54fa2a1d,3.49,967,false,52,Shoes52,63,Gas Relief,61,Breakfast Cereals,Food - Breakfast,Oloo,1054 Welch Drive,621-434-3393,fsalliereo8@privacy.gov.au
649,Laptop Stand,Adjustable laptop stand for better ergonomics.,d8981ea1-e935-449c-a0fb-c183a383d818,29.99,813,false,58,Shoes58,69,SHISEIDO THE MAKEUP FOUNDATION,81,Laptop Accessories,Accessories,Tazzy,99473 Hanover Lane,359-401-9034,zovelli0@prweb.com
58,Portable Hand Warmer,Rechargeable hand warmer for cold weather comfort.,dcf76df1-fabb-4c88-8d7c-68e527efb9a5,24.99,383,true,59,Shoes59,89,Tegretol,74,Tech Accessories,Accessories,Gevee,99473 Hanover Lane,359-401-9034,zovelli0@prweb.com
